org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents,cluster,anomaly
Research Lab,Small,12,350+,More than once per day,True,46.85,True,True,25,Infected Removable Media,True,70.17,4,1,0
Clinic,Small,21,1-50,Weekly,True,90.0,True,True,102,Phishing Email,False,24.79,6,2,0
Pharma,Large,9,1-50,Weekly,True,54.01,True,False,80,Phishing Email,True,22.42,2,1,0
Hospital,Medium,14,50-350,Daily,True,81.04,True,True,81,RDP Exploit,False,19.3,3,1,0
Hospital,Large,13,350+,Weekly,False,43.96,True,True,11,Compromised Credentials,True,76.31,3,0,0
Insurance,Medium,6,50-350,Weekly,True,75.1,True,False,54,Exploited Vulnerability,False,29.47,4,1,0
Clinic,Small,19,1-50,Monthly,True,56.76,True,False,92,Exploited Vulnerability,True,41.26,7,2,0
Insurance,Medium,4,50-350,More than once per day,True,25.81,True,False,24,Exploited Vulnerability,True,55.03,2,1,0
Insurance,Large,20,350+,Daily,True,52.21,True,False,33,Compromised Credentials,True,45.36,4,1,0
Hospital,Large,17,350+,More than once per day,False,21.84,True,True,7,Compromised Credentials,True,89.08,5,0,0
Insurance,Large,19,350+,Monthly,True,43.22,True,False,25,Phishing Email,False,43.6,2,1,0
Clinic,Small,3,1-50,Weekly,False,60.39,True,False,31,RDP Exploit,False,29.53,5,2,0
Clinic,Small,14,1-50,Weekly,True,58.47,True,False,79,Exploited Vulnerability,False,34.5,4,2,0
Clinic,Medium,17,50-350,More than once per day,True,26.38,True,False,28,Exploited Vulnerability,False,32.26,6,1,0
Pharma,Large,13,350+,Daily,True,52.42,True,False,28,Exploited Vulnerability,True,73.23,6,1,0
Hospital,Medium,9,1-50,Daily,False,58.23,False,False,32,Compromised Credentials,True,48.21,6,0,0
Clinic,Small,1,1-50,Weekly,True,59.78,True,False,59,Exploited Vulnerability,True,11.32,6,2,0
Clinic,Medium,17,50-350,Daily,True,66.75,False,False,84,Compromised Credentials,False,41.0,1,1,0
Research Lab,Small,16,1-50,More than once per day,False,38.43,False,False,27,RDP Exploit,True,47.91,5,1,0
Clinic,Small,18,1-50,Weekly,False,81.92,True,False,73,Compromised Credentials,False,32.07,1,2,0
Hospital,Medium,2,50-350,Daily,True,48.37,True,False,37,Compromised Credentials,False,37.2,1,1,0
Hospital,Medium,14,50-350,Daily,False,78.01,True,False,50,Exploited Vulnerability,False,20.58,4,0,0
Hospital,Medium,22,50-350,More than once per day,False,29.18,True,False,22,Compromised Credentials,True,25.2,4,0,0
Insurance,Medium,23,1-50,Weekly,True,61.64,True,False,75,Exploited Vulnerability,False,14.46,7,1,0
Hospital,Medium,17,50-350,Weekly,True,74.71,True,False,62,RDP Exploit,True,49.13,3,0,0
Hospital,Medium,3,50-350,Monthly,True,61.98,True,True,43,Phishing Email,False,41.61,6,1,1
Pharma,Medium,2,50-350,Daily,True,66.74,True,False,55,Exploited Vulnerability,False,42.98,5,1,0
Hospital,Medium,8,50-350,Monthly,False,63.91,True,False,36,Phishing Email,True,52.56,1,0,0
Pharma,Large,2,1-50,Monthly,True,61.06,True,False,40,Exploited Vulnerability,True,49.08,6,0,0
Clinic,Small,2,1-50,Weekly,True,85.34,True,False,58,Phishing Email,True,46.28,6,2,0
Insurance,Large,9,1-50,Monthly,False,38.36,True,True,31,Compromised Credentials,False,25.2,6,0,1
Hospital,Large,20,1-50,Daily,True,67.72,True,False,71,RDP Exploit,True,59.2,5,0,0
Hospital,Medium,21,50-350,Daily,False,54.36,True,False,37,Compromised Credentials,False,34.58,5,0,0
Research Lab,Medium,6,350+,More than once per day,False,63.64,True,False,12,Phishing Email,True,72.87,4,1,0
Insurance,Medium,12,50-350,Weekly,False,57.1,True,True,20,Exploited Vulnerability,False,32.7,5,1,0
Research Lab,Medium,9,50-350,Weekly,False,61.83,True,False,36,Malicious Website,True,48.38,3,0,0
Hospital,Large,7,1-50,Weekly,True,56.25,True,True,46,Phishing Email,True,62.92,2,1,0
Research Lab,Medium,12,50-350,More than once per day,True,20.26,False,False,30,Compromised Credentials,False,44.03,1,1,0
Research Lab,Small,5,1-50,Daily,True,80.38,True,False,65,Exploited Vulnerability,False,26.16,2,2,0
Clinic,Small,16,1-50,Daily,True,69.7,True,False,70,Infected Removable Media,True,51.72,7,2,0
Research Lab,Small,5,1-50,Weekly,True,71.69,True,False,73,Exploited Vulnerability,False,24.92,2,2,0
Insurance,Medium,12,50-350,Daily,True,60.95,True,False,59,Phishing Email,True,62.76,1,1,0
Clinic,Medium,24,350+,Monthly,False,67.67,True,False,22,Compromised Credentials,False,31.57,2,2,0
Hospital,Medium,20,1-50,Daily,False,71.36,True,False,49,Exploited Vulnerability,True,11.09,5,0,0
Clinic,Small,9,1-50,Daily,True,65.41,True,False,75,Compromised Credentials,True,51.29,4,2,0
Hospital,Medium,23,50-350,Monthly,True,81.52,True,True,95,Phishing Email,True,48.59,3,1,0
Clinic,Small,7,1-50,Daily,True,48.0,False,True,81,Exploited Vulnerability,True,55.15,3,2,0
Clinic,Small,19,350+,More than once per day,False,33.6,False,False,12,Exploited Vulnerability,True,79.0,5,2,0
Hospital,Medium,20,50-350,Daily,False,46.46,True,False,34,Compromised Credentials,True,63.31,4,0,0
Hospital,Large,23,350+,More than once per day,True,24.69,False,False,20,Compromised Credentials,False,28.84,7,1,0
Hospital,Medium,11,50-350,Monthly,True,74.37,True,False,77,Malicious Website,True,57.62,4,1,0
Insurance,Medium,21,50-350,Weekly,True,36.84,True,False,50,Compromised Credentials,True,70.3,2,1,0
Pharma,Medium,12,50-350,Daily,False,61.39,True,False,41,Compromised Credentials,False,26.04,3,0,0
Hospital,Medium,3,50-350,Weekly,True,73.87,True,True,53,Exploited Vulnerability,False,23.52,3,1,0
Pharma,Medium,17,50-350,More than once per day,True,11.2,True,False,13,Phishing Email,True,31.9,7,1,0
Clinic,Small,7,1-50,Weekly,False,70.16,False,False,28,Compromised Credentials,True,45.69,3,2,0
Hospital,Medium,22,50-350,Monthly,False,61.36,True,False,44,Phishing Email,True,58.62,1,0,0
Hospital,Medium,10,50-350,Monthly,False,53.97,True,True,18,Exploited Vulnerability,False,15.73,3,0,0
Clinic,Medium,23,350+,Daily,True,83.68,True,False,47,Compromised Credentials,False,40.21,1,1,0
Research Lab,Medium,15,50-350,Daily,True,49.46,False,True,55,Compromised Credentials,True,53.23,5,1,0
Research Lab,Medium,2,50-350,More than once per day,True,31.99,True,False,22,Exploited Vulnerability,False,29.91,1,1,0
Hospital,Medium,13,1-50,Weekly,True,53.53,True,False,52,Compromised Credentials,True,51.11,6,0,0
Hospital,Medium,4,50-350,Daily,True,44.69,False,False,33,RDP Exploit,True,81.38,6,1,0
Clinic,Medium,18,50-350,Daily,True,50.75,False,False,54,Compromised Credentials,False,14.34,1,1,0
Hospital,Large,24,350+,Monthly,True,40.97,True,True,24,Compromised Credentials,True,79.52,4,1,0
Hospital,Large,23,350+,Daily,False,70.21,True,False,25,Exploited Vulnerability,False,37.2,2,0,0
Hospital,Large,1,1-50,More than once per day,True,31.99,True,False,21,Malicious Website,False,28.12,7,1,0
Insurance,Large,2,350+,More than once per day,False,29.69,False,False,4,Exploited Vulnerability,False,22.65,4,1,0
Pharma,Medium,2,1-50,Daily,True,49.36,True,False,28,RDP Exploit,True,61.69,6,1,0
Clinic,Small,4,1-50,More than once per day,True,38.89,False,False,30,RDP Exploit,True,64.58,3,1,0
Pharma,Medium,3,50-350,Daily,True,52.84,True,False,45,Compromised Credentials,True,60.87,4,1,0
Hospital,Medium,17,1-50,Daily,False,69.92,False,False,39,Compromised Credentials,True,38.69,2,0,0
Clinic,Medium,14,50-350,Daily,True,50.42,True,False,80,Exploited Vulnerability,False,22.46,1,1,0
Hospital,Medium,2,1-50,Weekly,False,65.14,True,False,20,RDP Exploit,False,0.0,1,0,0
Clinic,Small,16,1-50,Daily,True,75.35,True,False,79,Compromised Credentials,True,49.53,6,2,0
Pharma,Medium,11,50-350,Weekly,False,60.08,True,True,36,Exploited Vulnerability,False,29.62,7,0,0
Clinic,Medium,13,50-350,Daily,True,72.25,True,True,69,Phishing Email,False,33.17,7,1,0
Hospital,Large,1,350+,Daily,False,40.83,True,False,4,Compromised Credentials,False,64.72,5,0,0
Clinic,Medium,23,50-350,Monthly,True,59.29,True,False,80,Compromised Credentials,False,31.15,7,1,0
Hospital,Medium,2,50-350,More than once per day,False,41.17,True,False,15,Compromised Credentials,False,43.99,5,0,0
Insurance,Large,2,1-50,Daily,False,59.41,True,False,26,Compromised Credentials,True,47.93,2,0,0
Clinic,Small,21,1-50,Monthly,True,46.18,True,False,69,Exploited Vulnerability,False,15.51,2,2,0
Clinic,Small,5,1-50,Weekly,False,72.85,True,False,55,Exploited Vulnerability,False,12.57,4,2,0
Clinic,Medium,4,50-350,Daily,True,65.57,False,False,50,Compromised Credentials,True,55.17,2,1,0
Clinic,Medium,12,50-350,Daily,True,44.81,True,False,51,Compromised Credentials,True,70.6,4,2,0
Hospital,Medium,3,50-350,Weekly,False,56.7,True,False,14,Exploited Vulnerability,True,61.24,5,0,0
Clinic,Medium,20,50-350,Monthly,True,74.21,False,False,97,Compromised Credentials,True,38.64,4,1,0
Hospital,Medium,10,50-350,More than once per day,True,41.83,True,True,26,Compromised Credentials,False,44.45,6,1,0
Research Lab,Small,20,1-50,More than once per day,True,41.8,True,False,57,Compromised Credentials,True,61.53,4,1,0
Insurance,Large,18,1-50,Daily,False,49.82,True,False,55,Compromised Credentials,False,26.38,7,0,0
Insurance,Large,21,350+,Daily,True,39.16,True,False,20,Compromised Credentials,False,51.64,5,1,0
Clinic,Medium,21,50-350,Daily,True,87.85,True,True,58,Phishing Email,False,31.0,3,1,0
Clinic,Medium,21,350+,Daily,False,50.12,True,False,15,RDP Exploit,True,74.94,2,2,0
Hospital,Large,10,1-50,Daily,False,67.77,True,False,34,Exploited Vulnerability,False,28.14,1,0,0
Research Lab,Medium,1,350+,More than once per day,False,32.52,False,False,8,Compromised Credentials,False,54.12,5,1,0
Hospital,Medium,6,1-50,Monthly,False,60.48,True,False,30,Phishing Email,True,62.78,4,0,0
Clinic,Small,11,1-50,More than once per day,True,50.79,True,True,63,Compromised Credentials,True,53.43,1,2,0
Hospital,Large,2,350+,Daily,True,84.76,True,False,21,RDP Exploit,False,55.73,2,0,0
Hospital,Large,7,1-50,Daily,True,56.41,True,False,59,Phishing Email,False,21.86,1,1,0
Clinic,Medium,20,50-350,Monthly,False,58.25,True,False,33,Malicious Website,False,15.34,1,1,0
Hospital,Medium,21,1-50,Weekly,False,59.33,True,True,56,Phishing Email,False,15.09,6,0,0
Research Lab,Medium,21,50-350,Weekly,False,68.34,True,True,43,Phishing Email,False,33.06,2,1,0
Hospital,Large,21,350+,More than once per day,True,22.08,True,True,14,Compromised Credentials,True,77.41,4,1,0
Hospital,Large,18,1-50,Weekly,True,57.98,True,False,54,Compromised Credentials,True,11.6,4,0,0
Clinic,Medium,21,50-350,Daily,True,70.03,True,False,68,Phishing Email,True,48.92,3,1,0
Hospital,Large,19,1-50,Daily,False,68.34,True,False,51,RDP Exploit,True,55.62,7,0,0
Hospital,Medium,4,50-350,Weekly,False,45.1,True,False,12,Compromised Credentials,True,66.24,4,0,0
Research Lab,Small,13,1-50,Weekly,True,84.47,False,False,74,Phishing Email,True,50.17,3,1,0
Hospital,Large,18,1-50,Weekly,True,63.27,True,False,97,Compromised Credentials,False,26.74,5,0,0
Insurance,Medium,20,1-50,Monthly,False,48.81,True,False,33,Exploited Vulnerability,True,49.37,2,2,0
Hospital,Medium,24,1-50,Monthly,False,66.19,True,False,51,Exploited Vulnerability,False,34.78,7,0,0
Hospital,Large,13,350+,Daily,True,37.31,True,False,18,Compromised Credentials,False,21.61,3,0,0
Research Lab,Small,19,1-50,Daily,True,46.48,True,True,57,Compromised Credentials,False,12.88,2,1,0
Hospital,Large,17,1-50,More than once per day,False,29.67,False,False,21,Compromised Credentials,False,20.48,1,0,0
Hospital,Medium,1,50-350,Monthly,False,68.29,True,True,22,RDP Exploit,True,63.36,2,0,0
Hospital,Medium,6,1-50,Daily,True,78.22,True,False,56,Compromised Credentials,False,19.28,2,1,0
Hospital,Medium,19,50-350,Monthly,True,70.75,True,False,74,Exploited Vulnerability,True,58.95,2,0,0
Insurance,Large,20,350+,Daily,True,58.78,True,False,43,RDP Exploit,False,45.61,1,1,0
Hospital,Medium,1,50-350,Daily,True,54.16,False,False,42,Exploited Vulnerability,False,31.89,7,1,0
Research Lab,Medium,8,350+,More than once per day,True,31.09,True,False,11,Exploited Vulnerability,True,84.46,4,1,0
Insurance,Medium,17,50-350,Daily,True,63.2,True,False,50,Malicious Website,False,19.59,3,1,0
Clinic,Small,21,1-50,Monthly,True,54.28,True,True,76,Compromised Credentials,False,24.87,5,2,0
Pharma,Medium,22,50-350,More than once per day,False,40.91,True,False,21,Exploited Vulnerability,False,9.35,2,1,0
Hospital,Medium,15,50-350,Daily,True,68.65,True,True,72,Compromised Credentials,True,46.96,2,0,0
Pharma,Medium,18,50-350,More than once per day,True,39.46,True,False,38,Compromised Credentials,False,26.59,3,1,0
Hospital,Large,7,350+,Daily,True,46.55,True,False,28,Phishing Email,True,76.73,3,1,0
Clinic,Medium,16,50-350,Daily,True,63.31,True,False,64,RDP Exploit,True,47.81,6,1,0
Clinic,Medium,7,350+,Daily,True,40.87,True,False,16,Compromised Credentials,False,54.7,1,1,0
Hospital,Medium,17,50-350,Monthly,True,73.23,False,False,68,Compromised Credentials,False,34.73,3,1,0
Clinic,Medium,4,50-350,Daily,False,47.02,True,False,19,Compromised Credentials,True,59.64,1,2,0
Research Lab,Medium,12,50-350,Daily,False,48.8,True,False,25,Exploited Vulnerability,True,21.36,4,2,0
Hospital,Medium,13,1-50,Weekly,False,73.38,True,False,35,RDP Exploit,False,28.43,1,0,0
Hospital,Large,4,350+,More than once per day,False,39.95,True,True,5,Exploited Vulnerability,True,62.95,2,0,0
Research Lab,Medium,21,50-350,Daily,False,77.05,True,True,35,Phishing Email,True,20.51,5,0,0
Clinic,Small,1,1-50,Daily,True,53.79,True,False,48,Infected Removable Media,True,19.83,2,2,0
Pharma,Large,1,1-50,Daily,False,64.2,False,False,28,Compromised Credentials,False,22.66,1,0,0
Research Lab,Medium,7,50-350,Weekly,True,38.83,True,False,32,Compromised Credentials,False,26.96,7,1,0
Pharma,Large,9,1-50,Daily,True,32.52,True,False,36,Phishing Email,False,31.38,6,1,0
Research Lab,Small,1,1-50,Weekly,True,64.82,True,False,52,Exploited Vulnerability,True,48.12,2,2,0
Hospital,Medium,16,50-350,Monthly,False,52.1,True,False,37,Exploited Vulnerability,False,35.02,6,0,0
Hospital,Medium,18,1-50,More than once per day,False,44.53,True,False,41,Compromised Credentials,False,14.88,4,0,0
Research Lab,Medium,22,50-350,Daily,False,43.4,False,True,43,Compromised Credentials,True,54.64,6,0,0
Clinic,Small,15,1-50,Daily,True,83.13,False,False,110,Compromised Credentials,True,37.77,7,1,0
Hospital,Large,6,1-50,Daily,True,63.32,True,False,50,Compromised Credentials,False,28.22,6,0,0
Hospital,Medium,2,50-350,Weekly,False,72.35,True,False,36,Compromised Credentials,True,45.25,4,0,0
Pharma,Medium,9,50-350,Weekly,False,78.87,True,False,33,Compromised Credentials,False,31.38,6,0,0
Clinic,Small,4,1-50,Daily,False,66.89,True,True,31,Compromised Credentials,True,45.91,7,2,0
Clinic,Small,13,1-50,Daily,True,54.86,True,False,50,Malicious Website,False,24.5,5,1,0
Clinic,Medium,23,50-350,More than once per day,True,39.5,True,False,47,RDP Exploit,False,23.83,7,1,0
Hospital,Large,22,1-50,Weekly,False,48.9,False,False,42,Phishing Email,True,68.0,5,0,0
Hospital,Large,11,1-50,Weekly,True,57.14,False,False,50,RDP Exploit,False,33.18,4,1,0
Hospital,Large,13,1-50,Weekly,False,60.89,True,True,29,Exploited Vulnerability,False,18.62,4,0,0
Hospital,Large,11,350+,Daily,True,51.19,True,False,20,Infected Removable Media,False,48.54,6,1,1
Research Lab,Medium,19,50-350,Weekly,False,47.23,True,False,24,Compromised Credentials,True,50.51,2,2,0
Clinic,Medium,8,50-350,Daily,True,57.55,True,False,59,Compromised Credentials,False,40.48,4,1,0
Insurance,Medium,7,50-350,Daily,False,65.49,True,False,27,Exploited Vulnerability,False,40.0,1,0,0
Insurance,Medium,16,50-350,Daily,True,69.56,True,False,70,Phishing Email,True,53.36,2,1,0
Hospital,Medium,3,50-350,Daily,True,43.97,True,False,23,Phishing Email,False,45.08,7,1,0
Clinic,Medium,17,50-350,Weekly,True,56.97,True,False,67,Compromised Credentials,True,58.13,3,2,0
Clinic,Small,18,1-50,Monthly,False,51.56,True,True,51,Exploited Vulnerability,False,46.16,7,2,0
Insurance,Medium,15,50-350,More than once per day,False,31.36,True,False,20,Compromised Credentials,False,48.23,5,1,0
Hospital,Medium,17,50-350,Monthly,True,70.56,True,False,52,RDP Exploit,True,65.91,5,1,0
Clinic,Medium,11,50-350,Daily,False,49.18,True,False,35,Exploited Vulnerability,True,62.51,5,2,0
Clinic,Small,5,1-50,Weekly,True,71.71,False,True,64,Compromised Credentials,True,42.17,2,1,0
Hospital,Medium,16,1-50,Monthly,True,66.85,True,True,62,Exploited Vulnerability,False,33.37,4,1,0
Hospital,Medium,15,50-350,Daily,True,56.31,True,False,65,Exploited Vulnerability,False,58.43,1,1,0
Clinic,Medium,10,50-350,Weekly,False,80.12,True,True,56,Compromised Credentials,True,51.65,3,2,0
Research Lab,Medium,14,350+,Daily,True,61.46,False,False,34,Compromised Credentials,True,65.42,5,1,0
Hospital,Medium,2,1-50,Daily,True,65.53,True,False,64,Phishing Email,False,24.78,7,1,0
Clinic,Medium,16,50-350,Weekly,False,70.05,True,False,36,Compromised Credentials,True,62.97,2,2,0
Hospital,Medium,19,50-350,Monthly,False,62.45,False,False,40,Compromised Credentials,False,27.96,1,0,0
Research Lab,Small,8,350+,Monthly,True,90.0,True,False,46,Phishing Email,False,23.53,4,1,0
Hospital,Medium,15,50-350,Weekly,False,66.63,True,False,37,Exploited Vulnerability,False,28.97,3,0,0
Insurance,Medium,10,50-350,Daily,False,54.02,False,True,38,Compromised Credentials,False,30.34,7,1,0
Hospital,Medium,5,50-350,Daily,True,66.35,True,False,54,Compromised Credentials,False,39.98,5,1,0
Hospital,Medium,20,50-350,Monthly,False,75.76,True,False,54,Compromised Credentials,False,24.15,4,0,0
Hospital,Large,16,350+,Daily,True,74.37,True,False,41,Exploited Vulnerability,True,65.2,2,0,0
Hospital,Medium,21,1-50,Weekly,False,72.52,True,True,56,Exploited Vulnerability,False,35.18,5,0,0
Clinic,Small,22,1-50,Daily,True,71.69,True,False,77,Compromised Credentials,True,57.74,2,2,0
Hospital,Large,12,350+,Weekly,False,60.26,True,False,20,Phishing Email,True,58.94,4,0,0
Insurance,Medium,23,50-350,Daily,True,62.87,False,False,62,Compromised Credentials,False,35.14,3,1,0
Hospital,Medium,13,50-350,Monthly,False,72.99,True,True,37,Compromised Credentials,False,26.08,5,0,0
Hospital,Medium,9,50-350,Weekly,True,57.63,True,False,43,Compromised Credentials,False,29.76,5,1,0
Hospital,Medium,17,1-50,Monthly,True,73.18,True,False,84,Phishing Email,True,47.23,7,1,0
Hospital,Medium,20,50-350,More than once per day,True,38.42,True,False,38,Exploited Vulnerability,True,71.1,6,1,0
Hospital,Medium,12,50-350,Weekly,False,66.51,True,False,42,Compromised Credentials,True,62.21,1,0,0
Clinic,Small,5,1-50,Weekly,True,81.2,True,False,51,Compromised Credentials,False,24.2,5,2,0
Clinic,Small,24,1-50,Weekly,True,74.22,False,False,120,Compromised Credentials,False,8.79,1,1,0
Clinic,Small,12,350+,Monthly,True,60.86,True,False,39,Exploited Vulnerability,False,31.59,4,2,0
Clinic,Small,1,1-50,More than once per day,False,47.76,False,False,16,Phishing Email,False,35.2,6,1,0
Clinic,Small,20,350+,More than once per day,True,30.77,False,True,21,Compromised Credentials,True,81.24,4,1,0
Hospital,Medium,16,1-50,Daily,False,80.35,True,False,46,RDP Exploit,False,27.77,7,0,0
Clinic,Medium,12,50-350,More than once per day,True,24.89,True,False,24,Compromised Credentials,False,45.15,3,1,0
Pharma,Large,9,350+,Monthly,True,63.91,True,False,32,Compromised Credentials,True,53.89,4,1,0
Clinic,Medium,13,50-350,Daily,True,85.88,True,False,109,Malicious Website,False,45.09,3,1,0
Clinic,Medium,17,50-350,Daily,False,38.65,True,False,20,Exploited Vulnerability,True,64.56,2,2,0
Hospital,Medium,17,50-350,More than once per day,True,37.1,True,True,31,Exploited Vulnerability,False,19.32,6,1,0
Research Lab,Small,4,1-50,Daily,True,90.0,True,False,89,Phishing Email,True,33.99,7,1,0
Research Lab,Small,14,1-50,Daily,True,70.7,True,True,86,RDP Exploit,False,17.94,1,1,0
Clinic,Small,19,350+,More than once per day,True,37.75,True,False,18,Compromised Credentials,True,81.12,2,1,0
Pharma,Medium,7,50-350,Daily,True,58.85,True,False,55,Exploited Vulnerability,True,66.57,7,1,0
Hospital,Medium,3,50-350,Daily,False,72.08,True,False,25,Phishing Email,False,46.27,3,0,0
Hospital,Large,1,1-50,Monthly,True,85.25,True,False,51,Exploited Vulnerability,True,45.82,5,0,0
Research Lab,Small,12,1-50,Daily,True,76.29,True,False,54,Phishing Email,False,40.35,1,1,0
Insurance,Medium,15,1-50,Daily,True,59.03,True,False,77,Exploited Vulnerability,True,39.85,2,1,0
Hospital,Medium,11,50-350,Monthly,True,56.49,True,True,49,Malicious Website,False,39.72,2,1,0
Hospital,Medium,10,50-350,Weekly,False,67.33,True,False,33,Phishing Email,False,26.67,7,0,0
Hospital,Medium,2,50-350,Monthly,True,72.22,True,False,64,Compromised Credentials,False,30.72,2,1,0
Hospital,Large,4,350+,Monthly,False,68.59,True,True,10,Phishing Email,True,65.71,4,0,0
Research Lab,Small,17,1-50,Daily,True,66.99,True,True,86,Compromised Credentials,False,18.21,5,1,0
Clinic,Small,17,1-50,Weekly,False,90.0,True,False,74,Compromised Credentials,True,44.89,2,2,0
Hospital,Medium,8,1-50,More than once per day,True,43.87,True,True,46,Exploited Vulnerability,False,57.87,2,1,0
Hospital,Medium,23,50-350,Daily,True,51.65,False,False,60,Compromised Credentials,True,51.11,2,1,0
Hospital,Large,14,1-50,Weekly,False,67.22,False,False,44,Compromised Credentials,False,35.86,6,0,0
Hospital,Large,24,350+,Daily,False,55.11,True,False,22,Malicious Website,False,66.21,5,0,0
Clinic,Small,4,1-50,Weekly,True,61.04,True,True,26,Phishing Email,True,42.73,2,2,0
Pharma,Large,6,350+,Weekly,True,51.16,True,True,18,Exploited Vulnerability,False,29.63,1,0,0
Insurance,Medium,19,50-350,Daily,True,62.56,True,True,46,Infected Removable Media,True,66.71,6,1,0
Hospital,Large,24,350+,Monthly,False,48.19,True,True,19,Compromised Credentials,False,42.61,7,0,0
Insurance,Medium,4,50-350,Daily,True,44.86,False,False,30,Compromised Credentials,True,63.35,4,1,0
Research Lab,Medium,3,350+,Daily,False,52.13,True,False,17,Compromised Credentials,True,71.04,4,1,0
Research Lab,Small,20,1-50,Monthly,True,48.86,True,True,76,Compromised Credentials,True,54.8,2,2,1
Clinic,Medium,6,50-350,Daily,True,66.35,True,False,37,Compromised Credentials,False,28.03,5,1,0
Hospital,Large,23,350+,Weekly,True,36.5,True,False,23,Phishing Email,True,73.36,5,1,0
Hospital,Large,7,1-50,Daily,True,54.81,True,False,52,Compromised Credentials,True,50.6,3,0,0
Hospital,Large,14,1-50,Daily,True,58.68,True,False,63,Compromised Credentials,False,30.36,3,0,0
Hospital,Medium,12,50-350,Weekly,True,59.09,True,False,58,Phishing Email,True,55.7,1,1,0
Hospital,Large,16,350+,Weekly,False,70.22,True,False,21,Exploited Vulnerability,True,62.59,1,0,0
Clinic,Medium,20,50-350,Daily,True,37.03,False,False,45,Exploited Vulnerability,False,38.37,6,1,0
Research Lab,Medium,8,50-350,More than once per day,False,24.44,True,False,16,Compromised Credentials,False,23.86,5,1,0
Clinic,Small,23,1-50,Monthly,True,62.37,True,False,67,Compromised Credentials,False,22.06,1,2,0
Hospital,Medium,2,1-50,More than once per day,False,45.9,True,False,18,Compromised Credentials,False,31.51,3,0,0
Pharma,Large,13,350+,Monthly,False,55.97,True,False,12,Compromised Credentials,True,50.17,5,0,0
Pharma,Large,8,1-50,Daily,False,73.29,True,False,45,Exploited Vulnerability,False,35.21,3,2,0
Research Lab,Medium,21,50-350,Weekly,False,51.94,True,False,40,RDP Exploit,True,67.27,2,2,0
Pharma,Large,20,350+,Monthly,True,41.44,True,False,29,Exploited Vulnerability,True,79.28,7,1,0
Clinic,Small,16,1-50,Daily,False,85.68,True,False,75,Compromised Credentials,True,47.04,6,2,0
Pharma,Medium,4,50-350,Weekly,False,45.69,True,False,20,Exploited Vulnerability,False,54.12,7,0,0
Hospital,Large,16,1-50,Weekly,True,60.15,True,False,68,Phishing Email,False,18.47,7,1,0
Hospital,Medium,20,50-350,Weekly,True,55.23,True,False,55,Exploited Vulnerability,False,24.21,2,1,0
Hospital,Large,6,1-50,Daily,True,38.92,True,False,40,Exploited Vulnerability,True,65.52,1,0,0
Hospital,Medium,4,50-350,Weekly,True,56.25,True,False,51,Compromised Credentials,False,32.87,3,1,0
Hospital,Medium,16,1-50,Weekly,True,75.89,False,False,64,Exploited Vulnerability,False,27.03,5,1,0
Clinic,Medium,23,50-350,Weekly,True,57.34,True,False,53,Phishing Email,True,61.21,5,1,0
Research Lab,Medium,23,50-350,Weekly,True,65.76,True,True,95,Infected Removable Media,False,37.45,1,1,0
Clinic,Small,21,1-50,Daily,False,59.51,True,False,55,Exploited Vulnerability,False,23.43,6,2,0
Hospital,Medium,13,50-350,Monthly,True,47.28,True,False,35,Infected Removable Media,True,65.37,3,1,0
Insurance,Medium,5,1-50,Daily,False,57.72,True,False,36,RDP Exploit,True,53.03,7,0,0
Clinic,Medium,15,50-350,More than once per day,True,16.49,True,False,18,Compromised Credentials,False,52.18,1,1,0
Hospital,Medium,8,1-50,Daily,True,66.51,True,False,71,Phishing Email,True,57.68,7,1,0
Clinic,Medium,7,50-350,More than once per day,True,29.2,False,False,20,Compromised Credentials,False,37.85,5,1,0
Hospital,Large,14,1-50,More than once per day,True,23.73,False,False,28,Compromised Credentials,False,49.86,2,1,0
Hospital,Medium,7,50-350,Daily,True,58.46,True,False,59,Exploited Vulnerability,False,21.51,6,1,0
Pharma,Medium,22,1-50,More than once per day,True,45.06,True,False,68,Exploited Vulnerability,True,50.94,3,1,0
Hospital,Medium,7,50-350,Weekly,True,71.13,True,False,79,Compromised Credentials,True,53.84,1,0,0
Clinic,Small,23,1-50,More than once per day,True,32.89,True,False,45,Compromised Credentials,False,27.94,2,2,0
Insurance,Large,18,350+,Daily,True,56.08,True,False,31,Exploited Vulnerability,True,16.57,4,1,0
Research Lab,Small,10,350+,More than once per day,True,24.52,True,False,11,RDP Exploit,True,29.45,3,1,0
Hospital,Large,18,1-50,More than once per day,True,56.31,False,False,55,RDP Exploit,True,52.34,5,1,0
Hospital,Medium,14,50-350,Daily,True,61.85,True,False,48,Exploited Vulnerability,True,57.41,5,0,0
Hospital,Medium,10,1-50,Weekly,True,59.13,True,True,55,Phishing Email,True,44.66,4,1,0
Clinic,Small,7,1-50,Monthly,True,77.69,True,False,89,Compromised Credentials,True,46.04,3,2,0
Clinic,Medium,7,50-350,Monthly,True,55.38,True,False,41,Exploited Vulnerability,False,18.52,1,1,0
Hospital,Medium,7,50-350,Monthly,True,61.85,True,True,37,Phishing Email,False,11.09,3,1,0
Pharma,Medium,5,50-350,Daily,True,71.91,True,True,68,RDP Exploit,False,43.83,3,1,0
